City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Roros,NO,2023-03-04 22:08:21,62.5747,11.3842,21.04,86,81,20.71
293,Arinos,BR,2023-03-04 22:08:21,-15.9169,-46.1056,77.86,41,52,2.82
294,Bud,US,2023-03-04 22:08:22,39.447,-86.1758,57.4,38,80,8.05
295,The Valley,AI,2023-03-04 22:08:22,18.217,-63.0578,79.11,78,20,11.5
296,Paoua,CF,2023-03-04 22:07:11,7.2427,16.4406,81.19,26,37,3.38
297,Inhambane,MZ,2023-03-04 22:08:23,-23.865,35.3833,76.44,90,23,13.24
298,Sukhumi,GE,2023-03-04 22:08:23,43.0033,41.0153,47.23,94,100,2.66
299,Ocampo,MX,2023-03-04 22:08:24,21.65,-101.5,75.81,12,85,11.86
300,Kabinda,CD,2023-03-04 22:08:24,-6.1333,24.4833,70.0,87,91,3.11
301,Kommunisticheskiy,RU,2023-03-04 22:08:25,61.6789,64.4819,9.99,96,100,5.75
302,Sao Filipe,CV,2023-03-04 22:08:26,14.8961,-24.4956,73.74,63,1,7.87
303,Plouzane,FR,2023-03-04 22:08:26,48.3833,-4.6167,41.32,73,100,10.36
304,Haines Junction,CA,2023-03-04 22:08:26,60.7522,-137.5108,8.24,76,73,4.81
305,Acarau,BR,2023-03-04 22:05:19,-2.8856,-40.12,79.74,84,87,12.84
306,Portland,US,2023-03-04 22:06:36,45.5234,-122.6762,47.91,75,75,18.41
307,Back Mountain,US,2023-03-04 22:05:46,41.3359,-75.9963,38.77,73,100,9.91
308,Harper,LR,2023-03-04 22:08:28,4.375,-7.7169,79.5,86,5,4.63
309,Acapulco,MX,2023-03-04 22:08:25,16.8634,-99.8901,85.82,62,0,10.36
310,Kisszallas,HU,2023-03-04 22:08:29,46.2801,19.4895,39.79,67,1,10.29
311,Bria,CF,2023-03-04 22:08:30,6.5423,21.9863,77.68,15,8,4.27
312,Richards Bay,ZA,2023-03-04 22:08:30,-28.783,32.0377,71.87,89,21,6.24
313,Adrar,MR,2023-03-04 22:08:31,20.5022,-10.0711,74.26,19,100,8.34
314,Shenjiamen,CN,2023-03-04 22:08:31,29.9576,122.298,47.86,71,0,5.46
315,Maragogi,BR,2023-03-04 22:03:40,-9.0122,-35.2225,79.97,75,8,8.93
316,Sistranda,NO,2023-03-04 22:09:32,63.7256,8.834,33.76,60,100,26.44
317,Sinnamary,GF,2023-03-04 22:08:27,5.3833,-52.95,77.36,86,30,13.76
318,Bukama,CD,2023-03-04 22:09:33,-9.2,25.85,70.05,98,100,3.22
319,Marawi,PH,2023-03-04 22:09:33,7.9986,124.2928,65.37,94,45,1.52
320,Comodoro Rivadavia,AR,2023-03-04 22:09:29,-45.8667,-67.5,62.46,27,0,13.8
321,Lagoa,PT,2023-03-04 22:09:34,39.05,-27.9833,57.45,83,100,30.6
322,Panaba,MX,2023-03-04 22:09:35,21.2833,-88.2667,90.68,42,9,15.46
323,Kristiinankaupunki,FI,2023-03-04 22:09:35,62.2743,21.376,13.1,84,31,4.09
324,Palladam,IN,2023-03-04 22:09:37,10.9833,77.3,75.4,78,2,5.32
325,Dalianwan,CN,2023-03-04 22:09:38,39.0286,121.695,37.44,93,75,8.95
326,Saurimo,AO,2023-03-04 22:09:38,-9.6608,20.3916,65.48,96,100,3.53
327,Rovinj,HR,2023-03-04 22:09:38,45.08,13.64,43.29,70,9,2.26
328,Chuy,UY,2023-03-04 22:09:39,-33.6971,-53.4616,72.3,75,35,7.27
329,Flinders,AU,2023-03-04 22:09:39,-34.5833,150.8552,76.05,80,27,8.99
330,Kars,TR,2023-03-04 22:09:40,40.602,43.095,39.65,70,75,4.61
331,Saint-Joseph,RE,2023-03-04 22:05:34,-21.3667,55.6167,77.47,88,100,2.39
332,Guarda,PT,2023-03-04 22:09:40,40.5373,-7.2658,41.31,66,83,3.13
333,Hami,CN,2023-03-04 22:09:41,42.8,93.45,43.12,30,51,5.84
334,Uyuni,BO,2023-03-04 22:09:41,-20.4597,-66.825,61.47,36,96,12.48
335,Kupang,ID,2023-03-04 22:09:41,-10.1667,123.5833,75.78,100,20,2.3
336,Kaduqli,SD,2023-03-04 22:09:42,11.0167,29.7167,79.25,11,2,5.73
337,Narsaq,GL,2023-03-04 22:09:42,60.9167,-46.05,50.22,85,33,5.28
338,Tsumeb,NA,2023-03-04 22:09:43,-19.2333,17.7167,72.32,21,7,9.86
339,Ewa Beach,US,2023-03-04 22:09:43,21.3156,-158.0072,80.55,60,75,13.8
340,Xining,CN,2023-03-04 22:09:43,36.6167,101.7667,32.76,30,0,2.13
341,Port Macquarie,AU,2023-03-04 22:09:44,-31.4333,152.9167,72.9,70,2,2.82
342,Alice Springs,AU,2023-03-04 22:09:44,-23.7,133.8833,60.35,48,10,5.75
343,Kenai,US,2023-03-04 22:09:45,60.5544,-151.2583,23.09,41,0,4.61
344,Pisco,PE,2023-03-04 22:09:45,-13.7,-76.2167,77.05,69,0,11.5
345,Cabo San Lucas,MX,2023-03-04 22:05:03,22.8909,-109.9124,75.61,52,0,6.91
346,Bonthe,SL,2023-03-04 22:09:46,7.5264,-12.505,77.56,90,19,3.96
347,Namanga,KE,2023-03-04 22:09:46,-2.5433,36.7905,66.56,61,5,5.08
348,Klaksvik,FO,2023-03-04 22:06:04,62.2266,-6.589,34.72,88,100,12.57
349,Kloulklubed,PW,2023-03-04 22:09:47,7.0419,134.2556,75.7,73,48,13.44
350,Timizart,DZ,2023-03-04 22:09:47,36.8,4.2667,42.12,85,1,4.54
351,Aykhal,RU,2023-03-04 22:09:47,66.0,111.5,-1.25,97,100,14.9
352,Vostok,RU,2023-03-04 22:09:48,46.4856,135.8833,11.93,90,6,5.77
353,Alofi,NU,2023-03-04 22:09:48,-19.0595,-169.9187,81.59,79,99,15.73
354,Helena,US,2023-03-04 22:09:49,46.5927,-112.0361,36.59,37,0,11.5
355,Qorveh,IR,2023-03-04 22:09:49,35.1664,47.8045,39.27,62,14,7.47
356,Sebinkarahisar,TR,2023-03-04 22:09:49,40.2883,38.4236,40.73,93,100,3.96
357,Snezhnogorsk,RU,2023-03-04 22:09:50,69.1933,33.2531,8.38,93,100,0.43
358,Zenzeli,RU,2023-03-04 22:09:50,45.9241,47.0474,37.09,79,37,10.4
359,Pontianak,ID,2023-03-04 22:09:50,-0.0333,109.3333,75.18,100,100,5.75
360,Sao Jose De Piranhas,BR,2023-03-04 22:09:51,-7.1206,-38.5019,85.37,38,88,1.83
361,Aklavik,CA,2023-03-04 22:05:45,68.2191,-135.0107,-18.4,76,20,4.61
362,Amapa,BR,2023-03-04 22:09:51,1.0,-52.0,73.26,98,77,2.64
363,Leningradskiy,RU,2023-03-04 22:09:06,69.3833,178.4167,-15.79,96,99,11.27
364,Koslan,RU,2023-03-04 22:10:52,63.4564,48.8989,-16.33,100,100,3.58
365,Adamas,GR,2023-03-04 22:10:52,36.7333,24.4333,58.23,81,100,19.57
366,Juba,SS,2023-03-04 22:10:53,4.8517,31.5825,84.42,35,89,2.21
367,Aginskoye,RU,2023-03-04 22:10:53,51.1,114.53,31.71,51,64,14.2
368,Hambantota,LK,2023-03-04 22:10:54,6.1241,81.1185,75.54,100,75,4.61
369,Dudinka,RU,2023-03-04 22:09:07,69.4058,86.1778,-14.39,98,100,6.69
370,Nouadhibou,MR,2023-03-04 22:10:38,20.931,-17.0347,65.89,74,0,21.41
371,Fortuna,US,2023-03-04 22:08:42,40.5982,-124.1573,48.65,85,40,5.75
372,Agadir,MA,2023-03-04 22:10:55,30.4202,-9.5982,59.45,84,100,3.85
373,Fairbanks,US,2023-03-04 22:06:58,64.8378,-147.7164,2.61,67,0,5.75
374,Fukue,JP,2023-03-04 22:10:55,32.6881,128.8419,53.4,62,3,18.39
375,Navoi,UZ,2023-03-04 22:10:56,40.0844,65.3792,62.08,34,100,23.02
376,Aquiraz,BR,2023-03-04 22:10:56,-3.9014,-38.3911,83.17,86,52,7.56
377,Olavarria,AR,2023-03-04 22:10:57,-36.8927,-60.3225,81.55,29,0,13.62
378,Kidal,ML,2023-03-04 22:10:57,18.4411,1.4078,81.34,8,86,8.59
379,Tacoronte,ES,2023-03-04 22:10:57,28.4769,-16.4102,58.33,87,20,5.01
380,Ariquemes,BR,2023-03-04 22:10:58,-9.9133,-63.0408,79.21,92,83,1.5
381,De-Kastri,RU,2023-03-04 22:10:58,51.4667,140.7833,16.16,87,100,3.94
382,San Angelo,US,2023-03-04 22:10:59,31.4638,-100.437,80.29,15,0,4.0
383,Smirnykh,RU,2023-03-04 22:10:59,49.75,142.8333,12.97,92,99,2.28
384,Rio Gallegos,AR,2023-03-04 22:10:59,-51.6226,-69.2181,50.05,46,75,11.5
385,Ostrovnoy,RU,2023-03-04 22:11:00,68.0531,39.5131,9.01,92,100,8.34
386,Kieta,PG,2023-03-04 22:11:00,-6.2167,155.6333,78.75,83,98,9.17
387,Swellendam,ZA,2023-03-04 22:11:01,-34.0226,20.4417,68.63,87,41,2.73
388,Stuttgart,DE,2023-03-04 22:11:01,48.7823,9.177,38.5,80,100,3.44
389,Asau,RO,2023-03-04 22:06:31,46.4333,26.4,36.28,84,9,5.32
390,Concarneau,FR,2023-03-04 22:07:50,47.875,-3.9225,41.79,79,6,9.6
391,Natal,BR,2023-03-04 22:11:02,-5.795,-35.2094,81.25,89,20,8.05
392,Zima,RU,2023-03-04 22:11:03,53.9202,102.0442,14.99,91,100,3.44
393,Bose,IT,2023-03-04 22:11:04,45.4612,8.0137,46.2,74,5,4.16
394,Brazzaville,CG,2023-03-04 22:11:04,-4.2658,15.2832,80.24,74,82,3.02
395,Nichinan,JP,2023-03-04 22:11:05,31.6,131.3667,40.68,75,4,7.52
396,Makakilo City,US,2023-03-04 22:11:05,21.3469,-158.0858,79.12,59,75,13.8
397,Brigham City,US,2023-03-04 22:11:06,41.5102,-112.0155,41.02,59,100,8.01
398,Oktyabrskoye,RU,2023-03-04 22:11:06,43.0645,44.7417,35.74,93,100,6.71
399,Komatipoort,ZA,2023-03-04 22:11:07,-25.4332,31.9548,74.05,97,16,1.77
400,Namatanai,PG,2023-03-04 22:11:08,-3.6667,152.4333,76.21,89,100,6.58
401,Wanaka,NZ,2023-03-04 22:08:24,-44.7,169.15,51.12,81,100,1.99
402,Kandrian,PG,2023-03-04 22:11:08,-6.2167,149.55,77.7,85,100,13.8
403,Arkhipo-Osipovka,RU,2023-03-04 22:11:09,44.37,38.52,45.14,91,100,16.04
404,Chippewa Falls,US,2023-03-04 22:10:20,44.9369,-91.3929,41.18,66,100,10.36
405,Coquimbo,CL,2023-03-04 22:12:10,-29.9533,-71.3436,64.13,88,40,10.36
406,Punta Alta,AR,2023-03-04 22:12:10,-38.8759,-62.0736,80.55,37,45,17.38
407,Oltu,TR,2023-03-04 22:12:11,40.5498,42.0013,37.08,90,74,6.29
408,Olkhovatka,RU,2023-03-04 22:12:11,50.2831,39.2872,33.53,83,98,14.9
409,Yatou,CN,2023-03-04 22:12:12,37.15,122.3833,39.33,76,100,6.08
410,Putineiu,RO,2023-03-04 22:12:12,43.9,25.7333,43.68,76,4,7.74
411,Pueblo Nuevo,MX,2023-03-04 22:12:13,23.3833,-105.3833,69.21,13,10,7.9
412,Port Hedland,AU,2023-03-04 22:12:14,-20.3167,118.5667,82.45,78,75,8.05
413,Baykit,RU,2023-03-04 22:12:14,61.67,96.37,9.86,93,100,7.16
414,Shatoy,RU,2023-03-04 22:12:15,42.8714,45.6886,41.38,87,98,2.15
415,Stutterheim,ZA,2023-03-04 22:12:15,-32.5708,27.424,62.56,97,38,4.61
416,Camindangan,PH,2023-03-04 22:12:16,9.9184,122.6296,72.45,89,46,12.3
417,Uvinza,TZ,2023-03-04 22:12:16,-5.1036,30.3911,65.16,94,80,1.83
418,Praia Da Vitoria,PT,2023-03-04 22:12:17,38.7333,-27.0667,60.76,80,100,24.67
419,Hamilton,US,2023-03-04 22:07:46,39.1834,-84.5333,57.99,41,0,5.75
420,Nchelenge,ZM,2023-03-04 22:12:17,-9.3451,28.734,71.08,84,94,4.76
421,Korla,CN,2023-03-04 22:12:18,41.7597,86.1469,39.29,54,14,1.59
422,Roanoke Rapids,US,2023-03-04 22:10:29,36.4615,-77.6542,63.48,51,0,10.36
423,Port Elizabeth,ZA,2023-03-04 22:08:34,-33.918,25.5701,71.89,99,100,4.61
424,Iquique,CL,2023-03-04 22:10:00,-20.2208,-70.1431,75.24,77,47,2.35
425,Behbahan,IR,2023-03-04 22:12:19,30.5959,50.2417,66.88,41,0,2.84
426,Taoudenni,ML,2023-03-04 22:12:19,22.6783,-3.9836,78.01,13,11,11.32
427,Senanga,ZM,2023-03-04 22:12:20,-16.1167,23.2667,72.73,70,35,2.73
428,Malumfashi,NG,2023-03-04 22:12:20,11.7853,7.6218,80.35,14,3,8.72
429,Saqqez,IR,2023-03-04 22:12:21,36.2499,46.2735,41.97,75,50,6.17
430,Parsabad,IR,2023-03-04 22:08:54,39.6482,47.9174,48.24,74,100,15.35
431,Ambilobe,MG,2023-03-04 22:12:22,-13.2,49.05,73.72,97,100,1.83
432,Sonoita,MX,2023-03-04 22:12:23,31.85,-112.8333,66.2,29,1,12.64
433,Marzuq,YE,2023-03-04 22:12:23,14.4,46.4667,65.37,64,1,5.23
434,Middlebury,US,2023-03-04 22:10:53,44.0153,-73.1673,35.06,97,100,3.44
435,Airai,TL,2023-03-04 22:12:24,-8.9266,125.4092,58.66,93,100,2.21
436,Vulcanesti,MD,2023-03-04 22:12:24,45.6842,28.4028,43.7,80,17,7.05
437,Isangel,VU,2023-03-04 22:12:25,-19.55,169.2667,81.39,80,42,6.76
438,Lagos,NG,2023-03-04 22:09:38,6.5833,3.75,80.65,83,62,4.09
439,Mardin,TR,2023-03-04 22:12:25,37.3131,40.7436,47.19,61,90,3.09
440,Tarata,BO,2023-03-04 22:12:26,-17.6167,-66.0167,60.19,77,85,0.81
441,Watertown,US,2023-03-04 22:12:27,42.3709,-71.1828,35.85,89,100,21.85
442,Hovd,MN,2023-03-04 22:12:27,48.0056,91.6419,22.91,42,100,9.66
443,Lardos,GR,2023-03-04 22:12:28,36.0942,28.0157,60.62,84,80,7.31
444,Port Moresby,PG,2023-03-04 22:12:06,-9.4431,147.1797,76.39,79,100,7.85
445,Pangnirtung,CA,2023-03-04 22:12:28,66.1451,-65.7125,24.01,86,83,7.05
446,Norheimsund,NO,2023-03-04 22:12:29,60.3709,6.1456,29.95,91,79,1.74
447,Vanavara,RU,2023-03-04 22:12:30,60.34,102.2797,12.27,92,100,11.41
448,Nowy Dwor Gdanski,PL,2023-03-04 22:12:30,54.2131,19.1177,31.14,56,50,11.5
449,Talnakh,RU,2023-03-04 22:12:30,69.4865,88.3972,-14.8,100,100,1.79
450,Bintulu,MY,2023-03-04 22:12:31,3.1667,113.0333,74.1,94,100,5.35
451,Corbu,RO,2023-03-04 22:12:32,44.3833,28.65,36.72,100,0,10.36
452,Terrace,CA,2023-03-04 22:09:32,54.5163,-128.6035,38.53,83,28,3.58
453,Shimoda,JP,2023-03-04 22:13:32,34.6667,138.95,46.11,80,98,16.51
454,Eldorado,BR,2023-03-04 22:13:33,-23.7869,-54.2836,75.85,87,4,2.24
455,Buritizeiro,BR,2023-03-04 22:13:33,-17.3511,-44.9622,78.53,45,19,2.48
456,Ponta Delgada,PT,2023-03-04 22:13:34,37.7333,-25.6667,59.72,67,20,16.11
457,North Bend,US,2023-03-04 22:13:34,43.4065,-124.2243,43.92,88,75,10.36
458,Two Rivers,US,2023-03-04 22:13:35,44.1539,-87.5693,43.41,80,100,9.22
459,San Mateo Del Mar,MX,2023-03-04 22:13:35,16.2,-95.0,81.16,66,6,9.86
460,Isiro,CD,2023-03-04 22:13:36,2.7739,27.616,71.31,57,100,2.93
461,Las Cruces,US,2023-03-04 22:13:36,32.3123,-106.7783,71.71,16,0,18.41
462,Dorado,PR,2023-03-04 22:13:37,18.4588,-66.2677,82.18,72,75,14.97
463,Yenagoa,NG,2023-03-04 22:13:37,4.9247,6.2642,79.12,88,98,3.53
464,Sturgeon Bay,US,2023-03-04 22:11:45,44.8342,-87.377,39.18,70,20,8.05
465,Nioro,GM,2023-03-04 22:13:38,13.35,-15.75,77.29,33,85,7.99
466,Elat,IL,2023-03-04 22:13:38,29.5581,34.9482,69.64,35,0,4.61
467,Mawlaik,MM,2023-03-04 22:13:39,23.6333,94.4167,63.57,46,0,0.89
468,Vung Tau,VN,2023-03-04 22:13:39,10.346,107.0843,73.13,77,84,13.51
469,Baruun-Urt,MN,2023-03-04 22:13:40,46.6806,113.2792,27.37,43,100,10.2
470,Taltal,CL,2023-03-04 22:13:40,-25.4,-70.4833,72.93,74,64,6.67
471,Calama,CL,2023-03-04 22:13:21,-22.4667,-68.9333,75.69,25,0,20.71
472,Alta Floresta,BR,2023-03-04 22:13:41,-9.8756,-56.0861,77.95,89,42,3.53
473,Darasun,RU,2023-03-04 22:13:41,51.6667,114.0,27.3,74,100,10.54
474,Tessalit,ML,2023-03-04 22:13:42,20.1986,1.0114,76.51,8,86,6.29
475,Huarmey,PE,2023-03-04 22:13:42,-10.0681,-78.1522,77.22,74,66,9.46
476,Goderich,CA,2023-03-04 22:13:43,43.7501,-81.7165,37.9,90,42,6.42
477,Mkokotoni,TZ,2023-03-04 22:13:43,-5.8767,39.2547,78.24,81,40,10.31
478,Tsogni,GA,2023-03-04 22:13:44,-2.7942,10.0988,77.85,86,98,6.17
479,Brae,GB,2023-03-04 22:13:44,60.3964,-1.353,35.89,80,100,11.5
480,Tazovskiy,RU,2023-03-04 22:13:44,67.4667,78.7,-20.02,100,94,7.23
481,Pringsewu,ID,2023-03-04 22:13:45,-5.3582,104.9744,70.74,97,82,1.43
482,Teguise,ES,2023-03-04 22:13:45,29.0605,-13.564,61.02,77,20,6.91
483,Itarema,BR,2023-03-04 22:13:46,-2.9248,-39.9167,79.9,82,97,11.79
484,Ishinomaki,JP,2023-03-04 22:13:46,38.4167,141.3,26.6,65,1,4.68
485,Necochea,AR,2023-03-04 22:13:47,-38.5473,-58.7368,63.97,51,8,11.48
486,Dingle,PH,2023-03-04 22:13:47,10.9995,122.6711,74.66,85,88,10.02
487,Cap Malheureux,MU,2023-03-04 22:13:47,-19.9842,57.6142,80.47,79,100,1.01
488,Pangkalanbuun,ID,2023-03-04 22:13:48,-2.6833,111.6167,73.47,98,100,2.37
489,Burns Lake,CA,2023-03-04 22:13:48,54.2331,-125.7533,28.29,82,99,5.53
490,Qaqortoq,GL,2023-03-04 22:13:49,60.7167,-46.0333,26.74,91,73,6.44
491,Tamandare,BR,2023-03-04 22:13:49,-8.7597,-35.1047,79.81,76,4,7.52
492,Saint-Georges,GD,2023-03-04 22:13:49,12.0564,-61.7485,78.22,72,41,14.34
493,Gorontalo,ID,2023-03-04 22:13:50,0.5412,123.0595,73.44,94,97,4.12
494,Lasa,IT,2023-03-04 22:13:50,46.6166,10.7002,37.02,82,24,5.48
495,Thiers,FR,2023-03-04 22:13:52,45.8333,3.5,37.72,92,53,1.79
496,Bam,IR,2023-03-04 22:13:52,29.106,58.357,65.35,37,50,7.65
497,Yaan,NG,2023-03-04 22:14:53,7.3833,8.5667,77.86,76,100,13.38
498,Sarkand,KZ,2023-03-04 22:14:53,45.41,79.9186,40.73,71,100,7.54
499,Montijo,PT,2023-03-04 22:14:54,38.7067,-8.9739,57.58,80,0,3.44
500,Guarapari,BR,2023-03-04 22:14:54,-20.6667,-40.4975,79.9,80,1,11.41
501,Troitskoye,RU,2023-03-04 22:14:54,52.9821,84.6757,14.45,93,96,5.53
502,Caconda,AO,2023-03-04 22:14:55,-13.7333,15.0667,63.73,85,100,3.85
503,Melita,CA,2023-03-04 22:14:55,49.2681,-100.9967,24.55,90,6,4.09
504,Punta De Piedra,VE,2023-03-04 22:14:56,7.6176,-71.4916,88.72,48,90,4.23
505,Slave Lake,CA,2023-03-04 22:14:56,55.2834,-114.769,9.46,76,100,10.63
506,Muroto,JP,2023-03-04 22:14:57,33.2833,134.15,50.38,65,73,13.18
507,Morondava,MG,2023-03-04 22:14:57,-20.2833,44.2833,77.02,88,100,23.31
508,Port-Gentil,GA,2023-03-04 22:14:57,-0.7193,8.7815,82.36,83,40,12.66
509,Winnemucca,US,2023-03-04 22:14:58,40.973,-117.7357,42.85,36,100,31.07
510,Sechura,PE,2023-03-04 22:14:58,-5.5569,-80.8222,81.23,63,18,15.68
511,Ishigaki,JP,2023-03-04 22:14:59,24.3448,124.1572,64.99,60,0,18.25
512,Vikulovo,RU,2023-03-04 22:14:59,56.8167,70.6107,18.36,96,100,9.42
513,Moussoro,TD,2023-03-04 22:14:59,13.6408,16.4901,85.37,10,85,11.88
514,Rumoi,JP,2023-03-04 22:15:00,43.9344,141.6428,31.77,78,86,10.42
515,Amantea,IT,2023-03-04 22:15:00,39.1332,16.0746,46.15,77,42,3.11
516,Ardahan,TR,2023-03-04 22:15:00,41.1087,42.7022,26.17,98,91,2.93
517,Almaznyy,RU,2023-03-04 22:15:01,48.0448,40.045,34.52,85,79,17.98
518,Gamba,GA,2023-03-04 22:15:02,-2.65,10.0,78.46,87,100,6.62
519,Benghazi,LY,2023-03-04 22:15:02,32.1167,20.0667,58.86,65,64,14.12
520,Piacabucu,BR,2023-03-04 22:15:03,-10.4056,-36.4344,79.84,78,3,8.95
521,Ongandjera,NA,2023-03-04 22:15:03,-17.8833,15.0667,71.64,30,10,13.73
522,Berlevag,NO,2023-03-04 22:15:04,70.8578,29.0864,24.75,80,100,28.77
523,Mersing,MY,2023-03-04 22:15:05,2.4312,103.8405,76.06,87,100,12.19
524,Sulina,RO,2023-03-04 22:15:06,45.1559,29.6536,45.28,77,13,11.99
525,Banyo,CM,2023-03-04 22:15:06,6.75,11.8167,77.59,39,53,1.12
526,Nara,JP,2023-03-04 22:15:07,34.6851,135.8049,41.5,53,85,1.9
527,Leeton,AU,2023-03-04 22:15:07,-34.5667,146.4,75.88,43,49,17.02
528,Sivaki,RU,2023-03-04 22:15:08,52.6333,126.75,25.57,85,100,8.55
529,La Ronge,CA,2023-03-04 22:15:09,55.1001,-105.2842,10.29,80,100,11.63
530,Esil,KZ,2023-03-04 22:15:09,51.9556,66.4042,20.82,87,100,12.39
531,Hervey Bay,AU,2023-03-04 22:15:10,-25.2986,152.8535,76.3,67,47,14.76
532,Hay River,CA,2023-03-04 22:15:11,60.8156,-115.7999,0.91,84,100,11.27
533,Qixia,CN,2023-03-04 22:15:11,37.2975,120.8256,40.14,72,100,5.32
534,Ambanja,MG,2023-03-04 22:15:12,-13.6833,48.45,74.08,94,100,2.51
535,Lalmohan,BD,2023-03-04 22:15:12,22.3384,90.7419,74.3,59,0,8.5
536,Polohy,UA,2023-03-04 22:15:13,47.4844,36.2536,38.21,83,6,17.07
537,Tautira,PF,2023-03-04 22:15:13,-17.7333,-149.15,80.11,77,100,9.08
538,Elliot Lake,CA,2023-03-04 22:15:14,46.3834,-82.6331,33.4,85,58,6.29
539,Byron Bay,AU,2023-03-04 22:15:14,-28.65,153.6167,71.94,77,82,6.53
540,Durres,AL,2023-03-04 22:16:14,41.3231,19.4414,46.58,75,99,6.69
541,Bealanana,MG,2023-03-04 22:16:15,-14.55,48.7333,62.65,95,91,2.93
542,Sola,VU,2023-03-04 22:16:15,-13.8833,167.55,81.66,79,49,21.12
543,Bathsheba,BB,2023-03-04 22:16:16,13.2167,-59.5167,79.41,73,20,17.27
544,Iracoubo,GF,2023-03-04 22:16:16,5.4802,-53.2011,77.27,86,34,13.22
545,Sosnovskoye,RU,2023-03-04 22:16:17,55.8052,43.167,25.99,96,100,10.49
546,Zlocieniec,PL,2023-03-04 22:16:17,53.5329,16.0113,29.84,64,3,7.0
